CustomerID,CustomerType,Stage,Tenure,Plan,PaymentMethod,MonthlyCharges,TotalCharges,Churn Status
INF00384,Influencer,1,9,Half Yearly,UPI,1899,17091,Yes
STA00323,Startup,0,3,Month-to-Month,UPI,1999,5997,No
INF00385,Influencer,1,15,Annual,UPI,1799,26985,No
INF00386,Influencer,0,13,Annual,Debit Card,1799,23387,No
INF00387,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
INF00388,Influencer,1,12,Annual,Credit Card,1799,21588,Yes
PR000331,Entrepreneur,0,6,Half Yearly,Credit Card,1899,11394,No
STA00324,Startup,0,5,Month-to-Month,Credit Card,1999,9995,No
INF00389,Influencer,1,6,Month-to-Month,Debit Card,1999,11994,Yes
STA00325,Startup,1,2,Annual,UPI,1799,3598,No
PR000332,Entrepreneur,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000333,Entrepreneur,0,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000334,Entrepreneur,1,1,Half Yearly,Credit Card,1899,1899,Yes
INF00390,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
STA00326,Startup,0,10,Month-to-Month,UPI,1999,19990,No
STA00327,Startup,1,1,Month-to-Month,Debit Card,1999,1999,No
INF00391,Influencer,1,4,Annual,Credit Card,1799,7196,Yes
STA00328,Startup,0,14,Half Yearly,Credit Card,1899,26586,No
STA00329,Startup,1,10,Half Yearly,Credit Card,1899,18990,No
PR000335,Entrepreneur,0,16,Half Yearly,Debit Card,1899,30384,No
STA00330,Startup,0,13,Half Yearly,Credit Card,1899,24687,No
PR000336,Entrepreneur,1,8,Month-to-Month,UPI,1999,15992,No
PR000337,Entrepreneur,0,16,Annual,Debit Card,1799,28784,No
STA00331,Startup,1,3,Month-to-Month,UPI,1999,5997,No
INF00392,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
STA00332,Startup,1,2,Half Yearly,Debit Card,1899,3798,No
STA00333,Startup,0,5,Half Yearly,Credit Card,1899,9495,No
PR000338,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,Yes
PR000339,Entrepreneur,0,3,Annual,UPI,1799,5397,No
PR000340,Entrepreneur,0,9,Annual,Credit Card,1799,16191,No
PR000341,Entrepreneur,0,8,Half Yearly,Debit Card,1899,15192,No
INF00393,Influencer,0,13,Half Yearly,Credit Card,1899,24687,No
INF00394,Influencer,1,14,Month-to-Month,Credit Card,1999,27986,Yes
INF00395,Influencer,1,1,Month-to-Month,UPI,1999,1999,Yes
INF00396,Influencer,0,13,Annual,UPI,1799,23387,No
PR000342,Entrepreneur,1,1,Annual,UPI,1799,1799,Yes
INF00397,Influencer,0,15,Month-to-Month,Credit Card,1999,29985,No
INF00398,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
STA00334,Startup,1,12,Month-to-Month,UPI,1999,23988,Yes
STA00335,Startup,1,9,Half Yearly,Debit Card,1899,17091,No
PR000343,Entrepreneur,0,6,Month-to-Month,Debit Card,1999,11994,No
PR000344,Entrepreneur,0,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000345,Entrepreneur,1,7,Half Yearly,Debit Card,1899,13293,No
INF00399,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
STA00336,Startup,0,5,Annual,Debit Card,1799,8995,No
STA00337,Startup,1,4,Half Yearly,UPI,1899,7596,No
PR000346,Entrepreneur,1,1,Month-to-Month,UPI,1999,1999,Yes
INF00400,Influencer,1,4,Half Yearly,Debit Card,1899,7596,Yes
STA00338,Startup,1,2,Month-to-Month,Debit Card,1999,3998,No
STA00339,Startup,0,9,Half Yearly,UPI,1899,17091,No
PR000347,Entrepreneur,0,17,Half Yearly,Credit Card,1899,32283,No
PR000348,Entrepreneur,0,7,Half Yearly,Credit Card,1899,13293,No
PR000349,Entrepreneur,1,12,Annual,Credit Card,1799,21588,No
STA00340,Startup,0,7,Annual,UPI,1799,12593,No
INF00401,Influencer,0,8,Month-to-Month,Credit Card,1999,15992,Yes
PR000350,Entrepreneur,0,7,Half Yearly,Debit Card,1899,13293,No
INF00402,Influencer,0,7,Month-to-Month,Credit Card,1999,13993,Yes
STA00341,Startup,1,17,Annual,Credit Card,1799,30583,No
PR000351,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,Yes
PR000352,Entrepreneur,1,12,Month-to-Month,Credit Card,1999,23988,Yes
PR000353,Entrepreneur,1,11,Annual,Debit Card,1799,19789,Yes
STA00342,Startup,1,20,Month-to-Month,Debit Card,1999,39980,Yes
PR000354,Entrepreneur,0,18,Annual,UPI,1799,32382,No
PR000355,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,No
STA00343,Startup,0,17,Half Yearly,Debit Card,1899,32283,No
PR000356,Entrepreneur,1,6,Annual,Credit Card,1799,10794,No
STA00344,Startup,1,4,Month-to-Month,Credit Card,1999,7996,No
STA00345,Startup,1,10,Annual,UPI,1799,17990,No
PR000357,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
PR000358,Entrepreneur,1,18,Annual,Debit Card,1799,32382,No
PR000359,Entrepreneur,0,8,Annual,UPI,1799,14392,No
PR000360,Entrepreneur,1,8,Annual,UPI,1799,14392,No
PR000361,Entrepreneur,1,8,Half Yearly,Credit Card,1899,15192,No
INF00403,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,Yes
STA00346,Startup,1,1,Month-to-Month,Debit Card,1999,1999,No
STA00347,Startup,0,1,Annual,Debit Card,1799,1799,No
STA00348,Startup,1,8,Half Yearly,Credit Card,1899,15192,No
INF00404,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
INF00405,Influencer,1,8,Annual,UPI,1799,14392,Yes
STA00349,Startup,1,10,Half Yearly,Debit Card,1899,18990,No
STA00350,Startup,1,3,Annual,Credit Card,1799,5397,No
INF00406,Influencer,0,2,Half Yearly,Credit Card,1899,3798,No
STA00351,Startup,1,14,Annual,UPI,1799,25186,No
INF00407,Influencer,1,24,Annual,Credit Card,1799,43176,No
INF00408,Influencer,1,1,Annual,Credit Card,1799,1799,No
STA00352,Startup,1,9,Month-to-Month,UPI,1999,17991,No
STA00353,Startup,0,13,Month-to-Month,Debit Card,1999,25987,No
INF00409,Influencer,1,14,Month-to-Month,Debit Card,1999,27986,Yes
PR000362,Entrepreneur,0,1,Annual,Debit Card,1799,1799,Yes
PR000363,Entrepreneur,0,13,Month-to-Month,UPI,1999,25987,Yes
PR000364,Entrepreneur,0,3,Half Yearly,Credit Card,1899,5697,No
INF00410,Influencer,0,12,Half Yearly,UPI,1899,22788,No
PR000365,Entrepreneur,1,18,Annual,UPI,1799,32382,No
PR000366,Entrepreneur,1,7,Month-to-Month,Credit Card,1999,13993,No
INF00411,Influencer,0,19,Month-to-Month,Credit Card,1999,37981,Yes
INF00412,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00413,Influencer,1,6,Month-to-Month,UPI,1999,11994,Yes
STA00354,Startup,1,3,Month-to-Month,UPI,1999,5997,Yes
PR000367,Entrepreneur,1,13,Annual,UPI,1799,23387,No
INF00414,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,No
INF00415,Influencer,0,11,Month-to-Month,Credit Card,1999,21989,Yes
INF00416,Influencer,1,2,Half Yearly,Credit Card,1899,3798,Yes
PR000368,Entrepreneur,1,4,Month-to-Month,Credit Card,1999,7996,No
INF00417,Influencer,1,8,Half Yearly,UPI,1899,15192,Yes
INF00418,Influencer,1,4,Half Yearly,Debit Card,1899,7596,Yes
PR000369,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
INF00419,Influencer,1,16,Half Yearly,Debit Card,1899,30384,Yes
INF00420,Influencer,0,9,Month-to-Month,UPI,1999,17991,Yes
INF00421,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00422,Influencer,1,4,Annual,UPI,1799,7196,Yes
PR000370,Entrepreneur,1,7,Month-to-Month,UPI,1999,13993,No
PR000371,Entrepreneur,1,6,Annual,Credit Card,1799,10794,Yes
INF00423,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
INF00424,Influencer,0,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000372,Entrepreneur,1,6,Month-to-Month,Debit Card,1999,11994,Yes
PR000373,Entrepreneur,1,4,Annual,UPI,1799,7196,No
STA00355,Startup,1,5,Month-to-Month,Debit Card,1999,9995,No
STA00356,Startup,0,8,Annual,Debit Card,1799,14392,No
INF00425,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA00357,Startup,0,2,Annual,Credit Card,1799,3598,No
INF00426,Influencer,1,9,Half Yearly,Debit Card,1899,17091,Yes
PR000374,Entrepreneur,1,1,Half Yearly,Credit Card,1899,1899,Yes
PR000375,Entrepreneur,0,7,Month-to-Month,UPI,1999,13993,No
INF00427,Influencer,1,12,Annual,Credit Card,1799,21588,No
STA00358,Startup,0,9,Annual,Credit Card,1799,16191,No
STA00359,Startup,1,1,Annual,Debit Card,1799,1799,Yes
PR000376,Entrepreneur,0,6,Half Yearly,Credit Card,1899,11394,No
INF00428,Influencer,0,11,Month-to-Month,Debit Card,1999,21989,Yes
PR000377,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00429,Influencer,1,3,Annual,UPI,1799,5397,No
INF00430,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,No
INF00431,Influencer,0,15,Annual,UPI,1799,26985,No
INF00432,Influencer,1,7,Half Yearly,UPI,1899,13293,Yes
PR000378,Entrepreneur,1,12,Annual,Credit Card,1799,21588,No
STA00360,Startup,0,7,Annual,Credit Card,1799,12593,No
INF00433,Influencer,1,2,Month-to-Month,Credit Card,1999,3998,Yes
STA00361,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA00362,Startup,1,6,Annual,Credit Card,1799,10794,No
PR000379,Entrepreneur,0,5,Annual,UPI,1799,8995,No
INF00434,Influencer,0,2,Month-to-Month,Debit Card,1999,3998,Yes
INF00435,Influencer,1,6,Half Yearly,Credit Card,1899,11394,Yes
INF00436,Influencer,0,20,Annual,Debit Card,1799,35980,No
PR000380,Entrepreneur,1,14,Half Yearly,Debit Card,1899,26586,No
INF00437,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00438,Influencer,0,6,Month-to-Month,Credit Card,1999,11994,Yes
PR000381,Entrepreneur,0,3,Half Yearly,Credit Card,1899,5697,No
INF00439,Influencer,1,24,Annual,Credit Card,1799,43176,No
INF00440,Influencer,0,17,Annual,Credit Card,1799,30583,No
PR000382,Entrepreneur,0,6,Half Yearly,UPI,1899,11394,No
PR000383,Entrepreneur,0,4,Month-to-Month,UPI,1999,7996,No
STA00363,Startup,0,1,Annual,Debit Card,1799,1799,No
STA00364,Startup,0,8,Half Yearly,Credit Card,1899,15192,No
INF00441,Influencer,0,8,Annual,Credit Card,1799,14392,Yes
PR000384,Entrepreneur,0,21,Annual,Credit Card,1799,37779,No
STA00365,Startup,1,3,Half Yearly,Debit Card,1899,5697,No
INF00442,Influencer,0,9,Month-to-Month,Debit Card,1999,17991,Yes
INF00443,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
STA00366,Startup,0,1,Annual,Credit Card,1799,1799,No
PR000385,Entrepreneur,1,1,Annual,Credit Card,1799,1799,Yes
STA00367,Startup,1,4,Half Yearly,UPI,1899,7596,No
STA00368,Startup,0,9,Half Yearly,Credit Card,1899,17091,Yes
PR000386,Entrepreneur,0,5,Month-to-Month,Credit Card,1999,9995,No
PR000387,Entrepreneur,1,7,Month-to-Month,UPI,1999,13993,No
PR000388,Entrepreneur,0,7,Annual,Debit Card,1799,12593,No
INF00444,Influencer,0,20,Annual,Debit Card,1799,35980,No
INF00445,Influencer,1,12,Annual,UPI,1799,21588,No
STA00369,Startup,1,3,Annual,UPI,1799,5397,No
INF00446,Influencer,0,12,Annual,Debit Card,1799,21588,No
INF00447,Influencer,1,2,Half Yearly,UPI,1899,3798,Yes
INF00448,Influencer,1,6,Half Yearly,Credit Card,1899,11394,Yes
STA00370,Startup,1,9,Month-to-Month,Debit Card,1999,17991,No
STA00371,Startup,1,13,Month-to-Month,UPI,1999,25987,No
STA00372,Startup,1,6,Month-to-Month,Credit Card,1999,11994,No
INF00449,Influencer,1,11,Month-to-Month,Credit Card,1999,21989,Yes
STA00373,Startup,1,6,Month-to-Month,UPI,1999,11994,No
PR000389,Entrepreneur,0,9,Annual,UPI,1799,16191,No
PR000390,Entrepreneur,1,6,Half Yearly,Debit Card,1899,11394,No
STA00374,Startup,0,6,Month-to-Month,Credit Card,1999,11994,No
PR000391,Entrepreneur,1,5,Half Yearly,Credit Card,1899,9495,No
PR000392,Entrepreneur,0,1,Annual,UPI,1799,1799,Yes
PR000393,Entrepreneur,0,4,Month-to-Month,Credit Card,1999,7996,No
STA00375,Startup,1,11,Month-to-Month,UPI,1999,21989,No
INF00450,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000394,Entrepreneur,0,4,Half Yearly,Credit Card,1899,7596,No
STA00376,Startup,0,5,Annual,Debit Card,1799,8995,No
PR000395,Entrepreneur,0,3,Half Yearly,Credit Card,1899,5697,No
PR000396,Entrepreneur,0,5,Annual,Credit Card,1799,8995,No
INF00451,Influencer,1,6,Annual,Credit Card,1799,10794,Yes
PR000397,Entrepreneur,0,5,Month-to-Month,UPI,1999,9995,No
PR000398,Entrepreneur,1,3,Month-to-Month,Credit Card,1999,5997,Yes
STA00377,Startup,1,8,Annual,UPI,1799,14392,No
INF00452,Influencer,1,4,Half Yearly,Credit Card,1899,7596,Yes
PR000399,Entrepreneur,0,5,Half Yearly,Debit Card,1899,9495,No
INF00453,Influencer,1,8,Month-to-Month,Debit Card,1999,15992,Yes
INF00454,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR000400,Entrepreneur,1,9,Month-to-Month,UPI,1999,17991,No
PR000401,Entrepreneur,1,5,Half Yearly,Debit Card,1899,9495,No
INF00455,Influencer,0,14,Annual,Credit Card,1799,25186,No
INF00456,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00457,Influencer,1,1,Month-to-Month,Debit Card,1999,1999,Yes
PR000402,Entrepreneur,0,3,Month-to-Month,UPI,1999,5997,Yes
PR000403,Entrepreneur,1,7,Half Yearly,UPI,1899,13293,No
PR000404,Entrepreneur,0,11,Month-to-Month,Debit Card,1999,21989,Yes
INF00458,Influencer,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00459,Influencer,1,2,Half Yearly,Debit Card,1899,3798,Yes
PR000405,Entrepreneur,0,15,Month-to-Month,UPI,1999,29985,Yes
INF00460,Influencer,0,3,Half Yearly,Credit Card,1899,5697,Yes
PR000406,Entrepreneur,0,15,Annual,Credit Card,1799,26985,No
INF00461,Influencer,1,6,Month-to-Month,Credit Card,1999,11994,Yes
STA00378,Startup,1,10,Half Yearly,UPI,1899,18990,No
STA00379,Startup,0,1,Half Yearly,UPI,1899,1899,No
INF00462,Influencer,0,17,Annual,Debit Card,1799,30583,No
INF00463,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
PR000407,Entrepreneur,0,16,Annual,Debit Card,1799,28784,No
PR000408,Entrepreneur,0,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000409,Entrepreneur,0,11,Annual,Credit Card,1799,19789,No
STA00380,Startup,1,1,Half Yearly,UPI,1899,1899,No
PR000410,Entrepreneur,1,7,Annual,Credit Card,1799,12593,No
INF00464,Influencer,0,3,Annual,Credit Card,1799,5397,Yes
STA00381,Startup,1,3,Month-to-Month,Credit Card,1999,5997,No
INF00465,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
STA00382,Startup,0,1,Annual,Credit Card,1799,1799,No
PR000411,Entrepreneur,1,6,Annual,UPI,1799,10794,No
STA00383,Startup,0,7,Half Yearly,UPI,1899,13293,No
PR000412,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,Yes
PR000413,Entrepreneur,0,21,Month-to-Month,Credit Card,1999,41979,No
INF00466,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00467,Influencer,0,12,Half Yearly,Credit Card,1899,22788,No
PR000414,Entrepreneur,1,16,Month-to-Month,Debit Card,1999,31984,Yes
PR000415,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
INF00468,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
PR000416,Entrepreneur,1,22,Month-to-Month,Debit Card,1999,43978,Yes
STA00384,Startup,0,4,Month-to-Month,Credit Card,1999,7996,Yes
PR000417,Entrepreneur,1,3,Half Yearly,Credit Card,1899,5697,No
INF00469,Influencer,0,16,Annual,Credit Card,1799,28784,No
STA00385,Startup,1,12,Annual,Debit Card,1799,21588,No
PR000418,Entrepreneur,0,1,Annual,UPI,1799,1799,Yes
INF00470,Influencer,1,10,Month-to-Month,UPI,1999,19990,Yes
INF00471,Influencer,1,6,Month-to-Month,UPI,1999,11994,Yes
PR000419,Entrepreneur,1,6,Month-to-Month,UPI,1999,11994,No
STA00386,Startup,1,10,Annual,Credit Card,1799,17990,No
STA00387,Startup,0,6,Month-to-Month,Credit Card,1999,11994,No
PR000420,Entrepreneur,1,4,Month-to-Month,UPI,1999,7996,No
INF00472,Influencer,0,19,Month-to-Month,UPI,1999,37981,No
STA00388,Startup,1,10,Half Yearly,Credit Card,1899,18990,No
STA00389,Startup,0,8,Half Yearly,Credit Card,1899,15192,No
STA00390,Startup,1,8,Annual,Credit Card,1799,14392,No
STA00391,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
STA00392,Startup,1,11,Annual,UPI,1799,19789,No
PR000421,Entrepreneur,0,4,Month-to-Month,Credit Card,1999,7996,No
INF00473,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
INF00474,Influencer,1,14,Month-to-Month,Debit Card,1999,27986,Yes
STA00393,Startup,0,8,Half Yearly,Debit Card,1899,15192,No
STA00394,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
PR000422,Entrepreneur,1,11,Half Yearly,Debit Card,1899,20889,Yes
INF00475,Influencer,1,24,Annual,UPI,1799,43176,No
PR000423,Entrepreneur,1,6,Annual,Debit Card,1799,10794,No
PR000424,Entrepreneur,0,8,Month-to-Month,UPI,1999,15992,No
STA00395,Startup,1,5,Annual,Credit Card,1799,8995,No
PR000425,Entrepreneur,1,9,Month-to-Month,Debit Card,1999,17991,No
STA00396,Startup,0,22,Month-to-Month,Credit Card,1999,43978,No
INF00476,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA00397,Startup,0,1,Month-to-Month,Credit Card,1999,1999,Yes
INF00477,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
STA00398,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
PR000426,Entrepreneur,0,5,Annual,Credit Card,1799,8995,No
STA00399,Startup,0,6,Annual,UPI,1799,10794,No
PR000427,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00478,Influencer,0,1,Month-to-Month,UPI,1999,1999,Yes
INF00479,Influencer,1,4,Annual,UPI,1799,7196,Yes
PR000428,Entrepreneur,0,19,Annual,Credit Card,1799,34181,No
INF00480,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
INF00481,Influencer,0,2,Month-to-Month,UPI,1999,3998,Yes
PR000429,Entrepreneur,0,2,Half Yearly,UPI,1899,3798,Yes
PR000430,Entrepreneur,1,6,Annual,Debit Card,1799,10794,No
INF00482,Influencer,1,3,Half Yearly,Credit Card,1899,5697,Yes
STA00400,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
STA00401,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
PR000431,Entrepreneur,1,9,Month-to-Month,Debit Card,1999,17991,No
STA00402,Startup,0,13,Month-to-Month,Credit Card,1999,25987,No
PR000432,Entrepreneur,0,10,Month-to-Month,Debit Card,1999,19990,Yes
INF00483,Influencer,0,8,Month-to-Month,Debit Card,1999,15992,Yes
STA00403,Startup,0,7,Half Yearly,Debit Card,1899,13293,No
STA00404,Startup,1,4,Month-to-Month,UPI,1999,7996,No
INF00484,Influencer,1,8,Annual,Credit Card,1799,14392,Yes
STA00405,Startup,0,1,Month-to-Month,Credit Card,1999,1999,No
STA00406,Startup,0,4,Month-to-Month,Credit Card,1999,7996,No
PR000433,Entrepreneur,1,3,Annual,Credit Card,1799,5397,No
INF00485,Influencer,0,6,Half Yearly,Debit Card,1899,11394,Yes
PR000434,Entrepreneur,1,13,Half Yearly,Credit Card,1899,24687,No
INF00486,Influencer,1,9,Annual,Debit Card,1799,16191,Yes
STA00407,Startup,1,6,Annual,Credit Card,1799,10794,No
PR000435,Entrepreneur,0,6,Half Yearly,Debit Card,1899,11394,No
STA00408,Startup,1,10,Annual,Debit Card,1799,17990,No
INF00487,Influencer,0,2,Month-to-Month,UPI,1999,3998,Yes
PR000436,Entrepreneur,0,4,Half Yearly,UPI,1899,7596,No
STA00409,Startup,1,9,Annual,UPI,1799,16191,No
INF00488,Influencer,1,7,Half Yearly,Debit Card,1899,13293,Yes
INF00489,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
PR000437,Entrepreneur,0,8,Annual,Credit Card,1799,14392,No
INF00490,Influencer,1,8,Annual,Credit Card,1799,14392,Yes
STA00410,Startup,1,3,Half Yearly,UPI,1899,5697,No
STA00411,Startup,1,3,Month-to-Month,Debit Card,1999,5997,No
INF00491,Influencer,1,6,Half Yearly,Credit Card,1899,11394,Yes
PR000438,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
PR000439,Entrepreneur,0,6,Month-to-Month,UPI,1999,11994,No
INF00492,Influencer,1,24,Annual,Debit Card,1799,43176,No
STA00412,Startup,0,3,Month-to-Month,Credit Card,1999,5997,No
STA00413,Startup,1,2,Annual,Debit Card,1799,3598,No
INF00493,Influencer,1,8,Month-to-Month,UPI,1999,15992,Yes
STA00414,Startup,1,10,Half Yearly,Debit Card,1899,18990,No
PR000440,Entrepreneur,0,5,Half Yearly,Debit Card,1899,9495,No
PR000441,Entrepreneur,1,2,Half Yearly,Credit Card,1899,3798,Yes
PR000442,Entrepreneur,1,9,Half Yearly,Credit Card,1899,17091,No
PR000443,Entrepreneur,1,1,Annual,Debit Card,1799,1799,Yes
PR000444,Entrepreneur,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000445,Entrepreneur,0,18,Month-to-Month,UPI,1999,35982,No
STA00415,Startup,0,9,Half Yearly,Credit Card,1899,17091,No
PR000446,Entrepreneur,0,2,Month-to-Month,UPI,1999,3998,Yes
PR000447,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,No
PR000448,Entrepreneur,0,4,Annual,UPI,1799,7196,No
PR000449,Entrepreneur,0,8,Month-to-Month,UPI,1999,15992,No
STA00416,Startup,1,17,Month-to-Month,Credit Card,1999,33983,No
PR000450,Entrepreneur,0,6,Month-to-Month,Debit Card,1999,11994,No
STA00417,Startup,0,6,Month-to-Month,Debit Card,1999,11994,No
INF00494,Influencer,1,4,Annual,Credit Card,1799,7196,Yes
STA00418,Startup,0,8,Half Yearly,UPI,1899,15192,No
STA00419,Startup,1,7,Month-to-Month,Credit Card,1999,13993,No
INF00495,Influencer,1,1,Month-to-Month,UPI,1999,1999,Yes
PR000451,Entrepreneur,1,8,Half Yearly,UPI,1899,15192,No
INF00496,Influencer,1,2,Annual,UPI,1799,3598,Yes
STA00420,Startup,1,6,Month-to-Month,Credit Card,1999,11994,No
STA00421,Startup,0,14,Half Yearly,Debit Card,1899,26586,No
INF00497,Influencer,1,15,Annual,Debit Card,1799,26985,No
STA00422,Startup,1,4,Half Yearly,Credit Card,1899,7596,No
INF00498,Influencer,1,3,Half Yearly,UPI,1899,5697,Yes
PR000452,Entrepreneur,1,7,Annual,Debit Card,1799,12593,No
INF00499,Influencer,1,23,Annual,UPI,1799,41377,No
INF00500,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
STA00423,Startup,1,4,Annual,Credit Card,1799,7196,No
PR000453,Entrepreneur,0,9,Month-to-Month,Credit Card,1999,17991,No
INF00501,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
PR000454,Entrepreneur,1,3,Month-to-Month,Credit Card,1999,5997,No
PR000455,Entrepreneur,0,22,Annual,Credit Card,1799,39578,No
PR000456,Entrepreneur,0,18,Annual,UPI,1799,32382,No
PR000457,Entrepreneur,1,14,Month-to-Month,Debit Card,1999,27986,Yes
INF00502,Influencer,1,9,Half Yearly,UPI,1899,17091,Yes
STA00424,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
STA00425,Startup,1,3,Annual,UPI,1799,5397,No
INF00503,Influencer,1,9,Half Yearly,Debit Card,1899,17091,Yes
PR000458,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
PR000459,Entrepreneur,0,6,Annual,UPI,1799,10794,No
STA00426,Startup,0,8,Half Yearly,UPI,1899,15192,No
INF00504,Influencer,0,3,Month-to-Month,UPI,1999,5997,Yes
PR000460,Entrepreneur,0,9,Annual,Credit Card,1799,16191,No
STA00427,Startup,0,11,Month-to-Month,Debit Card,1999,21989,No
INF00505,Influencer,1,3,Annual,UPI,1799,5397,Yes
STA00428,Startup,1,1,Half Yearly,Debit Card,1899,1899,No
INF00506,Influencer,1,5,Month-to-Month,Debit Card,1999,9995,No
PR000461,Entrepreneur,0,3,Annual,Credit Card,1799,5397,No
PR000462,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
PR000463,Entrepreneur,0,3,Annual,UPI,1799,5397,No
PR000464,Entrepreneur,0,12,Annual,UPI,1799,21588,No
PR000465,Entrepreneur,1,9,Annual,UPI,1799,16191,No
INF00507,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00508,Influencer,0,12,Half Yearly,Debit Card,1899,22788,No
PR000466,Entrepreneur,1,10,Half Yearly,Debit Card,1899,18990,No
INF00509,Influencer,1,10,Half Yearly,Credit Card,1899,18990,No
PR000467,Entrepreneur,1,6,Half Yearly,Credit Card,1899,11394,No
PR000468,Entrepreneur,1,7,Half Yearly,UPI,1899,13293,Yes
STA00429,Startup,0,4,Month-to-Month,Credit Card,1999,7996,No
STA00430,Startup,0,4,Annual,Credit Card,1799,7196,No
STA00431,Startup,1,4,Month-to-Month,Credit Card,1999,7996,No
INF00510,Influencer,1,7,Month-to-Month,Credit Card,1999,13993,Yes
STA00432,Startup,0,6,Month-to-Month,Credit Card,1999,11994,No
INF00511,Influencer,0,8,Month-to-Month,UPI,1999,15992,Yes
INF00512,Influencer,1,24,Annual,Credit Card,1799,43176,No
STA00433,Startup,1,5,Half Yearly,UPI,1899,9495,No
PR000469,Entrepreneur,0,22,Half Yearly,Debit Card,1899,41778,No
PR000470,Entrepreneur,1,8,Annual,Credit Card,1799,14392,No
PR000471,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00513,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
INF00514,Influencer,1,4,Annual,UPI,1799,7196,Yes
STA00434,Startup,1,8,Half Yearly,Debit Card,1899,15192,No
STA00435,Startup,0,6,Month-to-Month,Debit Card,1999,11994,No
PR000472,Entrepreneur,1,4,Month-to-Month,Credit Card,1999,7996,No
INF00515,Influencer,1,15,Half Yearly,Debit Card,1899,28485,Yes
INF00516,Influencer,1,2,Month-to-Month,UPI,1999,3998,Yes
STA00436,Startup,0,15,Month-to-Month,Debit Card,1999,29985,No
PR000473,Entrepreneur,1,8,Annual,Credit Card,1799,14392,No
PR000474,Entrepreneur,1,6,Annual,Debit Card,1799,10794,Yes
INF00517,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
STA00437,Startup,0,7,Annual,Credit Card,1799,12593,No
